show_id,type,title,director_id,country,date_added,release_year,rating,duration,description
1706,Movie,The Life Ahead,21275,Italy,2020-11-13,2020,PG-13,95 min,A Holocaust survivor running a daycare business forms an unlikely friendship with a bitter street kid when she takes him in after he robs her.
1707,TV Show,The Minions of Midas,35882,Spain,2020-11-13,2020,TV-MA,1 Season,A millionaire publisher gets a blackmail note — his decision can mean life or death. Inspired by a Jack London story but set in contemporary Madrid.
1708,Movie,A Very Special Love,39844,Philippines,2020-11-12,2008,TV-G,107 min,"After landing a job working for her longtime crush, an optimistic woman realizes that the man of her dreams isn't exactly who she envisioned."
1709,TV Show,Ethos,,Turkey,2020-11-12,2020,TV-MA,1 Season,A group of individuals in Istanbul transcend sociocultural boundaries and find connection as their fears and wishes intertwine.
1710,Movie,First Love,30729,Philippines,2020-11-12,2018,TV-MA,123 min,A chance encounter soon intertwines the lives of a reserved businessman and a vibrant photographer who is living with a grave heart condition.
1711,Movie,Fruitvale Station,1945,United States,2020-11-12,2013,R,85 min,"This dramatic rendering of a real-life tragedy recounts the final hours of Oscar Grant, shot by San Francisco transit police on New Year's Day, 2009."
1712,TV Show,Graceful Friends,,South Korea,2020-11-12,2020,TV-MA,1 Season,"When a sudden death brings everyone’s dirty secrets to the surface, the lives and marriages of a group of close-knit friends unravel out of control."
1713,Movie,Ludo,36140,India,2020-11-12,2020,TV-MA,150 min,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal."
1714,Movie,Memories of a Teenager,36706,Argentina,2020-11-12,2019,TV-MA,97 min,"To cope with a friend's death, a teen blogs about his daily life but falls further into an existential crisis while experiencing a sexual awakening."
1715,Movie,Prom Night,33201,"United States, Canada",2020-11-12,2008,PG-13,88 min,"On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends."
1716,TV Show,A Queen Is Born,19597,Brazil,2020-11-11,2020,TV-14,1 Season,Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show.
1717,TV Show,Aunty Donna's Big Ol' House of Fun,,Australia,2020-11-11,2020,TV-MA,1 Season,"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters."
1718,TV Show,The Liberator,,United States,2020-11-11,2020,TV-MA,1 Season,"A diverse, deeply brave crew of ragtag soldiers become some of the most heroic fighters of the European invasion in World War II. Based on true events."
1719,TV Show,Trial 4,,United States,2020-11-11,2020,TV-MA,1 Season,"Charged as a teen in the 1993 killing of a Boston cop, Sean K. Ellis fights to prove his innocence while exposing police corruption and systemic racism."
1720,Movie,We Are All For The Fatherland,,"Lebanon, Canada, France",2020-11-11,1979,TV-14,74 min,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South."
1721,Movie,What We Wanted,4370,Austria,2020-11-11,2020,TV-MA,93 min,A couple facing fertility issues finds their marriage tested on a vacation to a Sardinian resort — and the family next door only adds to the tension.
1722,TV Show,A Lion in the House,,United States,2020-11-10,2006,TV-14,1 Season,Five kids and their resilient families navigate the treatments and traumas of pediatric cancer in this documentary filmed over the course of six years.
1723,TV Show,DASH & LILY,,United States,2020-11-10,2020,TV-14,1 Season,Opposites attract at Christmas as cynical Dash and sunny Lily trade messages and dares in a red notebook they pass back and forth around New York City.
1724,TV Show,Bakugan: Armored Alliance,,,2020-11-06,2020,TV-Y7,1 Season,"Dan Kouzo and his crew of heroic brawlers battle both challengers and powerful, evil forces as they work to protect humans and the Bakugan."
1725,TV Show,Bakugan: Battle Planet,,"Japan, Canada, United States",2020-11-06,2018,TV-PG,1 Season,Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world.
1726,Movie,Citation,6111,Nigeria,2020-11-06,2020,TV-MA,151 min,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.
1727,TV Show,Country Ever After,,United States,2020-11-06,2020,TV-PG,1 Season,"Country artist Coffey Anderson and his wife, hip-hop dancer Criscilla, juggle family life, career goals and tests of faith in this reality series."
1728,Movie,Girl's Revenge,17031,Taiwan,2020-11-06,2020,TV-MA,82 min,"After a sex video subjects her friend to mockery and bullying, a transfer student sets out to reveal the truth as campus secrets come to light."
1729,Movie,The Endless Trench,,"Spain, France, Canada",2020-11-06,2019,TV-MA,148 min,"Fearing retribution, a Republican from the Spanish Civil War hides in his home for more than 30 years with the help of his wife. Based on true events."
1730,Movie,The Late Bloomer,10731,United States,2020-11-06,2016,R,95 min,"A sex therapist with pituitary issues finally gets to experience puberty in all its glory at age 30, when an operation unleashes his raging hormones."
1731,TV Show,Wrong Kind of Black,,Australia,2020-11-06,2018,TV-MA,1 Season,"In 1970s Melbourne, a DJ named Boori Monty Pryor and his brother Paul navigate racial tensions and police encounters amid disco and discrimination."
1732,Movie,A New York Christmas Wedding,21190,United States,2020-11-05,2020,TV-MA,90 min,"As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she'd followed feelings for her childhood best friend."
1733,Movie,Alone/Together,35159,Philippines,2020-11-05,2019,TV-14,103 min,"Eight years after their breakup, college sweethearts Christine and Raf reconnect at different points in their lives as feelings from the past resurface."
1734,TV Show,Carmel: Who Killed Maria Marta?,2065,Argentina,2020-11-05,2020,TV-14,1 Season,"A woman is found dead in her bathtub, with a puddle of blood nearby. Her husband theorizes she had an accident. But an autopsy tells a different story."
1735,Movie,Midnight at the Magnolia,21762,Canada,2020-11-05,2020,TV-G,87 min,Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.
1736,Movie,One More Try,28888,Philippines,2020-11-05,2012,TV-14,102 min,"When her son's condition becomes severe, a woman reconnects with the biological father. But the reunion puts a strain on their respective relationships."
1737,Movie,Operation Christmas Drop,23630,United States,2020-11-05,2020,TV-G,96 min,A by-the-book political aide falls for a big-hearted Air Force pilot while looking to shut down his tropical base and its airborne Christmas tradition.
1738,TV Show,Paranormal,,Egypt,2020-11-05,2020,TV-14,1 Season,"After a skeptical hematologist is plunged into a series of inexplicable events, he unwillingly becomes the go-to-guy for paranormal investigations."
1739,Movie,A Christmas Catch,,Canada,2020-11-04,2018,TV-G,87 min,A cop working undercover to trail a possible diamond thief gets caught in a tricky spot when she finds new clues — and new feelings — for the suspect.
1740,Movie,Christmas with a Prince,33039,Canada,2020-11-04,2018,TV-PG,86 min,A dedicated pediatrician reconsiders her feelings for a carefree prince as he secretly recovers from a ski accident alongside her young patients.
1741,TV Show,Love & Anarchy,,Sweden,2020-11-04,2020,TV-MA,1 Season,A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.
1742,Movie,Miss India,10211,India,2020-11-04,2020,TV-PG,136 min,"Uprooted to America, an aspiring Indian entrepreneur confronts disapproval, sexism and rivalry as she draws from her culture to start a tea business."
1743,Movie,Felix Lobrecht: Hype,17456,Germany,2020-11-03,2020,TV-MA,60 min,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special."
1744,Movie,MOTHER,34048,Japan,2020-11-03,2020,TV-14,127 min,"Shuhei’s erratic mother feels threatened when he starts to awaken to a world beyond her distorted control, sending the family hurtling towards tragedy."
1745,Movie,The Beginning of Life,14298,,2020-11-03,2016,TV-PG,96 min,"Scientists, advocates and parents around the world explore how carefully tending to kids' earliest needs can shape the course of human society."
1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,,,2020-11-03,2020,TV-PG,15 min,"Guillermo del Toro and Alfonso Cuarón discuss fellow Mexican director Fernando Frías de la Parra's award-winning film ""I'm No Longer Here."""
1747,TV Show,Can You Hear Me?,,Canada,2020-11-02,2020,TV-MA,2 Seasons,Three friends in a low-income neighborhood find humor and hope in their lives as they grapple with bad boyfriends and their dysfunctional families.
1748,Movie,Prospect,,"Canada, United States",2020-11-02,2018,R,100 min,A father and daughter travel to an alien moon in search of a valuable gem but are forced to alter their plans when a nefarious outlaw gets involved.
1749,TV Show,60 Days In,,United States,2020-11-01,2019,TV-MA,1 Season,"Recruited by a sheriff, volunteers infiltrate county prisons to expose corruption and crime from within the system in this docuseries."
1750,Movie,Christmas Break-In,29779,United States,2020-11-01,2019,TV-PG,87 min,"Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage."
1751,TV Show,Dawson's Creek,,United States,2020-11-01,2002,TV-14,6 Seasons,"This nighttime soap about a group of close-knit teens frankly depicts the issues of adolescence that obsess young adults, including sex, sex and sex."
1752,Movie,Elf Pets: A Fox Cub’s Christmas Tale,19066,United States,2020-11-01,2020,TV-Y,28 min,An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.
1753,Movie,Elf Pets: Santa’s Reindeer Rescue,19066,United States,2020-11-01,2020,TV-Y,27 min,"Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic."
1754,Movie,Elliot the Littlest Reindeer,12068,Canada,2020-11-01,2018,PG,90 min,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts."
1755,TV Show,Forged in Fire,,United States,2020-11-01,2019,TV-14,1 Season,Bladesmiths vie for a cash prize by forging the best metal weapons from the pages of history in this competition series featuring expert judges.
1756,TV Show,Leah Remini: Scientology and the Aftermath,,United States,2020-11-01,2018,TV-14,3 Seasons,Former Scientology members share detailed accounts of alleged abuse and harassment by the Church in this docuseries from actress Leah Remini.
1757,TV Show,LEGO Jurassic World: Legend of Isla Nublar,,United States,2020-11-01,2019,TV-Y,1 Season,"At Jurassic Park, a velociraptor handler and an operations manager tackle crises of epic proportions as they try to prevent dinosaur-sized disasters."
1758,TV Show,LEGO Jurassic World: Secret Exhibit,,United States,2020-11-01,2018,TV-Y,1 Season,A can-do problem solver teams up with a rugged animal behaviorist to transport a trio of dinosaurs across the park to a super-secret exhibit.
1759,TV Show,LEGO Ninjago,,Canada,2020-11-01,2020,TV-Y7,2 Seasons,"While fighting foes across Ninjago City and beyond, the ninjas embark on new quests and gain newfound allies as the power of their friendship is tested."
1760,TV Show,LEGO Ninjago: Masters of Spinjitzu,,"Denmark, Singapore, Canada, United States",2020-11-01,2019,TV-Y7,10 Seasons,"Kai, Jay, Cole and Zane must master their elemental powers and Spinjitzu weapons to protect the land of Ninjago, which also has an underworld."
1761,TV Show,LEGO: CITY Adventures,,"United States, France, Denmark",2020-11-01,2019,TV-Y,1 Season,"In a boomtown built on fun, friendship and wacky mischief, a quirky crew of cops and firefighters work hard to preserve the peace and awesomeness."
1762,Movie,Little Monsters,24806,United States,2020-11-01,1989,PG,102 min,"Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends."
1763,Movie,Mile 22,33990,"United States, China, Colombia",2020-11-01,2018,R,94 min,"An officer in a top-secret CIA unit leads his team in escorting a prized intelligence asset to safety, with enemy forces hot on their trail."
1764,Movie,Piercing,15774,United States,2020-11-01,2018,R,81 min,A family man plots to kill a spellbinding sex worker but ends up in a psychosexual exercise to outwit his twisted target.
1765,Movie,Snowden,31231,"United Kingdom, France, Germany, United States",2020-11-01,2016,R,134 min,This thriller traces Edward Snowden's journey from Army recruit to disillusioned government analyst bent on exposing vast U.S. surveillance programs.
1766,TV Show,The Garfield Show,,"France, United States",2020-11-01,2018,TV-Y,4 Seasons,"Lazy, lasagna-loving fat cat Garfield lives life on his own terms, which includes teasing his geeky owner, Jon, and tormenting dimwitted dog Odie."
1767,TV Show,The Good Detective,,South Korea,2020-11-01,2020,TV-MA,1 Season,"When doubts rise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case's hidden truths."
1768,Movie,The Impossible,19246,"Spain, Thailand, United States",2020-11-01,2012,PG-13,114 min,"Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia."
1769,Movie,The Next Karate Kid,1285,United States,2020-11-01,1994,PG,107 min,"In Boston, karate master Mr. Miyagi finds a new pupil in troubled teen Julie Pierce when she gets bullied by a group of relentless classmates."
1770,TV Show,Voice,,South Korea,2020-11-01,2018,TV-14,2 Seasons,"A deft detective whose wife is killed by a serial murderer teams up with a rookie cop, a gifted voice profiler dealing with her own father’s murder."
1771,Movie,Wheels of Fortune,12228,United States,2020-11-01,2020,R,107 min,"To claim a big inheritance, a down-on-his-luck mechanic must win a series of competitions as outlined in his birth father's will."
1772,TV Show,Afronta! Facing It!,3846,Brazil,2020-10-31,2017,TV-PG,1 Season,"This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community."
1773,Movie,The 12th Man,11262,Norway,2020-10-31,2018,TV-MA,130 min,"Based on true events, this story follows a Norwegian saboteur’s harrowing struggle to reach safety after escaping a Nazi attack during World War II."
1774,TV Show,Zumbo's Just Desserts,,Australia,2020-10-31,2019,TV-PG,1 Season,"Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize."
1775,Movie,Hidden in Plain Sight,35394,United States,2020-10-30,2019,TV-14,87 min,A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.
1776,Movie,His House,24903,United Kingdom,2020-10-30,2020,TV-14,93 min,"As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home."
1777,Movie,In Line,28548,Nigeria,2020-10-30,2017,TV-14,114 min,"A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse."
1778,Movie,Kaali Khuhi,37099,India,2020-10-30,2020,TV-14,91 min,"When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl."
1779,TV Show,Kongsuni and Friends,,,2020-10-30,2020,TV-Y,2 Seasons,A bright-eyed girl and her magical owl sidekick find adventure when enchanting powers and creative ideas lead to important lessons.
1780,TV Show,Marvel's Agents of S.H.I.E.L.D.,,United States,2020-10-30,2020,TV-14,7 Seasons,"Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats."
1781,Movie,Rogue City,12981,France,2020-10-30,2020,TV-MA,116 min,"Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands."
1782,TV Show,Somebody Feed Phil,,United States,2020-10-30,2020,TV-14,4 Seasons,"""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more."
1783,TV Show,Suburra: Blood on Rome,,Italy,2020-10-30,2020,TV-MA,3 Seasons,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican."
1784,Movie,The Day of the Lord,19443,"Mexico, Spain",2020-10-30,2020,TV-MA,93 min,"In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter."
1785,Movie,Pagpag: Nine Lives,17608,Philippines,2020-10-29,2013,TV-14,106 min,"After ignoring superstitions, a group of teenagers find themselves in a fight for their lives when they are haunted — and hunted — by an evil spirit."
1786,Movie,Holidate,1379,United States,2020-10-28,2020,TV-MA,105 min,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way."
1787,Movie,La Gran Ilusión,6449,,2020-10-28,2016,TV-14,50 min,"Known as ""El Mago Pop,"" illusionist Antonio Díaz shocks and awes celebrities and bystanders around the world with his mind-blowing performances."
1788,Movie,Metallica Through The Never,17861,United States,2020-10-28,2013,R,93 min,"As heavy metal band Metallica tears up the stage, a young roadie is sent on an urgent errand. But his mission soon takes a surreal turn."
1789,Movie,Nobody Sleeps in the Woods Tonight,13383,Poland,2020-10-28,2020,TV-MA,103 min,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever."
1790,Movie,Secrets of the Saqqara Tomb,739,United States,2020-10-28,2020,TV-PG,114 min,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find."
1791,TV Show,Blood of Zeus,,United States,2020-10-27,2020,TV-MA,1 Season,"A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army."
1792,TV Show,Chico Bon Bon: Monkey with a Tool Belt,,United States,2020-10-27,2020,TV-Y,4 Seasons,"Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems."
1793,Movie,Guillermo Vilas: Settling the Score,2232,Argentina,2020-10-27,2020,TV-14,95 min,"An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s."
1794,Movie,Sarah Cooper: Everything's Fine,10812,United States,2020-10-27,2020,TV-MA,50 min,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests."
1795,TV Show,The Devil Punisher,,Taiwan,2020-10-26,2020,TV-14,1 Season,"A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance."
1796,Movie,Ajab Prem Ki Ghazab Kahani,32628,India,2020-10-25,2009,TV-14,150 min,"A young man's obsession with making others happy drives him to help the girl he loves marry someone else, then try to win her heart."
1797,Movie,Black '47,25147,"Ireland, Luxembourg, Belgium",2020-10-24,2018,R,100 min,"When the Great Famine ravages his beloved country, a battle-hardened Irishman deserts the British Empire and exacts revenge on the tyrants responsible."
1798,Movie,I Am Woman,18453,Australia,2020-10-24,2019,TV-MA,117 min,"In the 1960s, Australian singer Helen Reddy struggles with misogyny in the music business — until she records an anthem for the women's movement."
1799,Movie,Alice Junior,20969,Brazil,2020-10-23,2019,TV-MA,87 min,"In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss."
1800,TV Show,Barbarians,,Germany,2020-10-23,2020,TV-MA,1 Season,"Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash."
1801,TV Show,Move,,United States,2020-10-23,2020,TV-MA,1 Season,Discover the brilliant dancers and choreographers who are shaping the art of movement around the world in this documentary series.
1802,Movie,Over the Moon,18156,"China, United States",2020-10-23,2020,PG,100 min,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess."
1803,Movie,Shattered Memories,12407,United States,2020-10-23,2018,TV-14,86 min,"When her former lover's mysteriously murdered, a woman must clear her name – and avoid the killer."
1804,TV Show,Stolen Away,,Spain,2020-10-23,2020,TV-MA,1 Season,"Searching for his kidnapped daughter, Antonio sets off a series of events affecting scores of people when he maneuvers to be sent to prison in Colombia."
1805,TV Show,The Queen's Gambit,,United States,2020-10-23,2020,TV-MA,1 Season,"In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction."
1806,Movie,Bending the Arc,,United States,2020-10-22,2017,TV-MA,102 min,This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.
1807,Movie,Cadaver,34086,Norway,2020-10-22,2020,TV-MA,87 min,"When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission."
1808,Movie,Exes Baggage,18871,Philippines,2020-10-22,2018,TV-MA,103 min,"After years apart, a former couple reunites and gets reacquainted with the pains of love as they work to heal wounds from the past."
1809,Movie,Fisherman's Friends,20523,United Kingdom,2020-10-22,2019,PG-13,112 min,"Sea shanties have long united 10 Cornish fishermen, but when their chants sail to the music charts, their friendship is kept at bay."
1810,Movie,The Hows of Us,39844,Philippines,2020-10-22,2018,TV-14,120 min,"A young couple's house was once a happy home. But with one as the breadwinner and the other looking for a big break, can love still live here?"
1811,Movie,The Hummingbird Project,6169,"Canada, Belgium",2020-10-22,2018,R,111 min,"After discovering a shortcut that gives them a technological advantage, two cousins look to earn their big score by outracing a massive corporation."
1812,Movie,"Yes, God, Yes",14149,United States,2020-10-22,2020,R,78 min,"A devoutly religious teen grapples with her own sexual awakening, and attends a Catholic school retreat in the hopes of suppressing her newfound urges."
1813,Movie,Brave Blue World: Racing to Solve Our Water Crisis,25585,"Canada, United Kingdom",2020-10-21,2020,TV-PG,51 min,"From reuse to energy generation, new innovations across five continents are explored in this documentary about building a future for sustainable water."
1814,TV Show,My Next Guest Needs No Introduction With David Letterman,,United States,2020-10-21,2020,TV-MA,3 Seasons,TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this monthly talk show.
1815,Movie,Rebecca,1014,United Kingdom,2020-10-21,2020,PG-13,123 min,"A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife."
1816,Movie,The Magic School Bus Rides Again The Frizz Connection,25477,Canada,2020-10-20,2020,TV-Y,46 min,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!"
1817,Movie,Tremors: Shrieker Island,20609,United States,2020-10-20,2020,PG-13,102 min,"When massive mutant creatures infiltrate an island nature preserve, scientists recruit a legendary monster hunter to battle the beasts."
1818,Movie,Beirut Oh Beirut,31557,Lebanon,2020-10-19,1975,TV-14,106 min,"In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines."
1819,Movie,Bosta,39760,Lebanon,2020-10-19,2005,TV-14,112 min,"After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines."
1820,Movie,Ghadi,36410,Lebanon,2020-10-19,2013,TV-MA,101 min,"When the father of a boy with Down syndrome resists his neighbors' efforts to have the child institutionalized, miraculous events begin to occur."
1821,Movie,Heritages,39760,"Lebanon, United Arab Emirates, France, Switzerland, Germany",2020-10-19,2014,TV-14,96 min,"After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nation's history."
1822,Movie,Listen,39760,Lebanon,2020-10-19,2017,TV-MA,103 min,"A sound engineer falls for a model but after an unfortunate accident, he fights to save their love by triggering her senses."
1823,Movie,Out of Life,31557,"France, Belgium, Italy",2020-10-19,1991,TV-MA,94 min,"Kidnapped by guerrillas in Beirut, a French photojournalist refuses to yield his dignity despite being tortured and brainwashed by his captors."
1824,Movie,Panoptic,5796,Lebanon,2020-10-19,2017,TV-MA,69 min,This documentary dissects Lebanon's present-day paradoxes stemming from years of conflict as the director attempts to reconcile with her nation's past.
1825,Movie,Taxi Ballad,20824,"Lebanon, United States, United Arab Emirates",2020-10-19,2012,TV-MA,81 min,A taxi driver new to Beirut forms an unlikely bond with a bored American Pilates instructor who loves hearing him tell stories about his past.
1826,Movie,The Kite,9770,"Lebanon, France",2020-10-19,2003,TV-MA,76 min,"In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border."
1827,Movie,The Little Wars,31557,"France, Lebanon",2020-10-19,1982,TV-14,108 min,"Beirut resident Soraya is drawn to two men: daredevil photographer Nabil and Talal, who must embrace his feudal heritage when his father is kidnapped."
1828,Movie,Under the Bombs,39760,"France, Lebanon, United Kingdom",2020-10-19,2007,TV-MA,94 min,A mother arrives in war-torn Lebanon looking for her missing son in the South as a cab driver agrees to escort her on her dangerous trip.
1829,TV Show,Unsolved Mysteries,,,2020-10-19,2020,TV-MA,2 Seasons,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series."
1830,Movie,West Beirut,7610,"France, Norway, Lebanon, Belgium",2020-10-19,1999,TV-MA,106 min,"Three intrepid teens roam the streets of Beirut in the midst of civil war, filming on a Super 8 camera and reckoning with the pains of growing up."
1831,Movie,What Did I Mess,29567,Lebanon,2020-10-19,2018,TV-14,98 min,"In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor — only for the party to turn into a hellish occasion."
1832,Movie,Whispers,31557,"Lebanon, Canada, France",2020-10-19,1980,TV-14,93 min,"With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse."
1833,Movie,Zozo,20286,"Sweden, Czech Republic, United Kingdom, Denmark, Netherlands",2020-10-19,2005,TV-MA,99 min,"When Lebanon's Civil War deprives Zozo of his family, he's left with grief and little means as he escapes to Sweden in search of his grandparents."
1834,Movie,ParaNorman,,United States,2020-10-18,2012,PG,93 min,"When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day."
1835,TV Show,Start-Up,,South Korea,2020-10-18,2020,TV-14,1 Season,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.
1836,Movie,I Am Vengeance: Retaliation,16114,United Kingdom,2020-10-17,2020,R,82 min,"To clear his criminal record, an ex-special forces soldier agrees to lead a team to retrieve a double-crossing mercenary and deliver him to justice."
1837,Movie,Disconnect,,Kenya,2020-10-16,2018,TV-MA,107 min,A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.
1838,TV Show,Grand Army,,United States,2020-10-16,2020,TV-MA,1 Season,"Five students at the largest public high school in Brooklyn take on a chaotic world as they fight to succeed, survive, break free and seize the future."
1839,Movie,In a Valley of Violence,27566,United States,2020-10-16,2016,R,104 min,"After a quiet drifter is met with violence and bullying in a small town, he finds himself enmeshed in a vengeful struggle with the local marshal."
1840,TV Show,La Révolution,,France,2020-10-16,2020,TV-MA,1 Season,"In a reimagined history, a mysterious disease besets 18th century France, culminating in a brutal clash between rebels and the aristocracy."
1841,TV Show,Someone Has to Die,25652,"Mexico, Spain",2020-10-16,2020,TV-MA,1 Season,"In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences."
1842,TV Show,The Last Kids on Earth,,United States,2020-10-16,2020,TV-Y7,3 Seasons,"When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos."
1843,Movie,The Trial of the Chicago 7,1461,"United States, United Kingdom, India",2020-10-16,2020,R,130 min,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.
1844,Movie,Unfriended,8123,"United States, Russia",2020-10-16,2014,R,83 min,Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.
1845,Movie,A Babysitter's Guide to Monster Hunting,35395,United States,2020-10-15,2020,TV-PG,99 min,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween."
1846,Movie,Batman: The Killing Joke,3567,United States,2020-10-15,2016,R,77 min,The Joker makes life hell for the Gordon family in a monstrous attempt to prove to Batman that one bad day can drive a good man to madness.
1847,Movie,El-Khawaga's Dilemma,30192,Egypt,2020-10-15,2018,TV-14,94 min,"After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends."
1848,TV Show,Fireman Sam,,United Kingdom,2020-10-15,2018,TV-Y,4 Seasons,"Sharing valuable lessons in fire safety for preschoolers, Fireman Sam and his animated crew from Pontypandy, Wales, are ready for any emergency."
1849,TV Show,Half & Half,,United States,2020-10-15,2005,TV-14,4 Seasons,"After two estranged half-sisters in their twenties find their lives suddenly entwined, they grow closer as they get to know more about each other."
1850,Movie,Kartini: Princess of Java,31898,"Indonesia, Netherlands",2020-10-15,2017,TV-PG,118 min,A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.
1851,Movie,Love Like the Falling Rain,19907,Indonesia,2020-10-15,2020,TV-14,87 min,"Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident."
1852,TV Show,One on One,,United States,2020-10-15,2006,TV-14,5 Seasons,"When his ex-wife lands a job abroad, athlete-turned-sportscaster Flex Washington assumes full-time custody of their teenage daughter, Breanna."
